,#AUTHID,STATUS
120,8de8bd927b7382cb4fa28b96d9c1d539,"Bergeron qui  nous fais un Fosberg!!!! Débile Oh my god!!!! THE AE86 is coming back!!! Fusion subaru//toyota sick!!!! 2 jours encore et fini le training à la place dupuis! Une autre semaine qui recommence!!! Pourquoi il pleut chaque fois que je sort mes blades!!!!!!! The Wings tonight and they're on a bad beat!!! Better not choke, we're on a momemtum! WOW méchant accident à la job, un char de police qui passe à travers une porte de métro!!!! Mourant!!! Samedi soir et on se croirais Lundi tellement que c'est plate!!!!! The world lost a great one!!!! We will never forget!!! RIP and party hard with Elvis and James Brown!!!! *PROPNAME*, t'es une belle ordure!!!! Selon moi, t'as sanction.... T'ES BANI DE LA  LHJMQ!!!! Tu mérite juste ça toi pis les autres estie de cave de ton genre!!!!!!! Merci de salir l'image du hockey sur la scène nationale mais aussi internationale! According to ancient budhist priest, when the student is ready, the teacher will appear (Being *PROPNAME*) LE RETOUR DU ''CENTRE MOLSON''!!! On commence à savoir ou on s'en va! Schumi is back next year with Mercedes-Benz!!!!!!! SICKKKKKKKKKKKKKKKKKKKKKKKKKK La grande question maintenant.... Est-ce que le CH est une meilleure équipe sans *PROPNAME*.... Le 1er test d'une longue série: Samedi VS Les Rangers... Last shift then WEEKEND!!!!!!! It is the will of the leader to lead, not to follow! He must not guess what he must do, he must ''Know'' Google WAVE IS THE SHIT!!!! just started looking threw it and I want now more then ever a Blackberry!!! 24 hrs de congé, ça fais du bien quand même!!!! J'ai le pied en feu! Bottle training Level 1 & 2 complete.... Now: LEVEL 3 :( We're back online people!! Encore un autre incident dans le hockey qui salit laréputation, j'pense que je vais commencer à m'intéresser au hockey olympique à la place étant donné qu'il a plus de respect dans le hockey professionnel SELF ESTEEM: Far too many people have no idea what they can do 'cause all they have been told is what they can't do! They may want to take *PROPNAME* out of Christmas, but they can never take *PROPNAME* out of me. If you are proud to be a Christian and are not ashamed of *PROPNAME* then post this as your status for 1 day as a light to the world. Most people will be to ashamed or scared to do this. This was posted by a friend. If you agree, cut and paste to your wal Last days of freedom them back to where I left off... It was actually summer today! Cool! SUPER BOWL!!!! SUPER BOWL!!!!! SUPER BOWL!!!!!! 6-0 les gars était enragé!!! Fais du bien voir ça des fois! Pas pire, rendez-vous pour un orthopédiste, 2 semaines nice! J'm'attendais à attendre l'année du rat! lol WHAT!!!!! PHANEUF ET GIGUÈRE AVEC LES LEAFS!!!! OH HELL YEAH 205.6lbs!!!!! 5lbs et j'ai atteint mon objectif!!!! Le CH qui bat Washington.....  Une chance qu'OVI était pas dedans car il dominait la zone offensive complèment! En train de faire son choix de cours pour l'école... tant de programme et de possibilité, c'est vraiment pas cool ça!!!! Start slow.. Step by step.. Do what you can and the results will follow -*PROPNAME*. IL neige..... pas déjà! 9//11 I still remember what I was doing, doying a delivery at Place *PROPNAME*!!!1"
121,8e228453cfa66cf26d56af6df77624b7,"""So the Swine flu vaccinations are on shortage til Dec....How come we we never seem to be on shortage for illegal drugs like crystal meth or coke???.... We should hire those guys to make the H1N1 vaccinations...""- jay leno So UC Tuition Fees are increasing by 30% and the salary of the UC Regents has been increasing since our fee hikes....SO THAT's where all of our tuition money is going... Happy Lunar Year! I hope it is filled with good health and happiness...and lots of red envelopes! :) Dashain ko Subhakaamana sabaai laai!!!Happy Dashain!!! Go Bears!!! Happy Dashain! Dashain ko Subhakamana Sabaai laai! :) Here's something to think about: How come you never see a headline like 'Psychic Wins Lottery'?~ *PROPNAME* ""Happy Non-Denominational Happy Winter...""  Just kidding... Happy Holidays Everyone... The New England Journal of Medicine reports that 9 out of 10 doctors agree that 1 out of 10 doctors is an idiot.""~ *PROPNAME* PHYSICS= BAD.  My Favorite Equation. H1N1= :| ...  :{  ...  :(  ...  :@...  oink oink *PROPNAME*, ""So the Swine flu vaccinations are on shortage til Dec....How come we we never seem to be on shortage for illegal drugs like crystal meth or coke???.... We should hire those guys to make the H1N1 vaccinations..."" DON'T TAKE UGLY BETTY off the air!!! There are plenty of stupid shows on the air ...this is one of the FEW SHOWS that's actually EMPOWERING TO WOMEN and SPEAKS TO REAL PEOPLE! GO Bears! Very Proud to BE BERKELEY ALUMNI! GO BEARS! Hamro Bai haru laai... bhai tikako dherai dherai subhakaamana....:) ""Hey don't smoke that Tijuana it'll make you crazy,"" my grandma... hehehhe :) Proud of the success of her BSP family members!...Congrats to everyone who got into Med School, Dental School, and Grad School!...Best of Luck! GO BEARS!!! VERY VERY PROUD TO BE BERKELEY ALUMNI!!! Go BEARS!!... Oh Stanford...you're just never good enough... :( I want two BUNNIES...THEY ARE SOOOOOO CUTE:) AMERICAN AIRLINES is taking doctors and nurses to Haiti for free. Please call 212-697-9767. Spread the word. if you are looking for ways to be of any help... UPS IS SHIPPING TO HAITI FOR FREE TOMORROW!! IT HAS TO BE UNDER 50 lbs!! If you have ANYTHING to give, round up your stuff and... send it out!! PLEASE repost this... to spread the word PLEASE repost!!!! *PROPNAME*'s sons' new car-$360,000  *PROPNAME*'s new ring- $800,000 The Average cost of a 16yrs bday party in West LA- $275,000 (Quotes from NPR) PEOPLE GET IN TOUCH WITH REALITY AND SHARE!!!"
122,8f9d4ed5d16ed1a67d734196d29d1f6b,"Can Obama will the US to victory over Brazil Sunday? Off to see whats left of the Beach Boys (I go white one day a year) BET Awards tonight at 8 Does anyone know where I can find the firefighter's test from the *PROPNAME* case that is causing *PROPNAME* so much consternation. We got 60! Do it for *PROPNAME*... I need the wisdom of a wise Latina. Forgive me for what I am about to do tonight. Greed, for lack of a better word, is gy. Tomorrow, we snowboard. It is time to return to Hogwart This year for Eid I want to see my Muslim president on all the morning talk shows at once. 15 Headache Hot 97 is finally streaming online.  Sweet. Will someone PLEASE explain to me why everyone thinks *PROPNAME* is so awesome?  I mean if you put *PROPNAME*, *PROPNAME*, or *PROPNAME* on all of my songs, they would sound just as good, if not better. I have 6 cliques in my Facebook network. Goodbye *PROPNAME*. We got your back Harry ""Healthcare"" Reid Im serious, I have an extra ticket for the MJ funeral.  Who wants to go? loves hiding uninteresting people on his newsfeed. RIP *PROPNAME* is in a Bangla State of Mind Ugggh, why did I eat those donuts?  Never again! Hot: *PROPNAME* is an awesome TA. Ok, who wants to go to LA with me Tuesday for the MJ memorial service? Flight delayed 2 hrs , but Orlando Intl Airport has free wireless! Forget fireworks, I want to see the *PROPNAME* funeral. New Guitar Hero = Freeeeeeeeebiiiiiiiiiird! Only engineer to rewrite history without a pen// No RFID on my Mac, let the story begin....begin...begin Shippin off to Vancouver In LA Senator *PROPNAME* reminds me of Senator *PROPNAME*, but considerably more treacherous. ""Why is America like Michael Jackson?  Both achieved their peaks with a moonwalk performed decades ago"" ~ *PROPNAME* *PROPNAME* is coming back to the WWE *PROPNAME* is going to NY for her next concert on Nov. 22nd will NOT under any circumstances attend a Spring Weekend concert headlined by Dashboard Confessional. is going to learn Japanese. *PROPNAME* Today at the gym I saw on TV that Michael Jackson was dead.  I was so shook up I couldn't keep working out.  Also, I will do anything to skip dumbell lifts.  They really suck. Happy Birthday 40th Jay-Z! There are too many imitation *PROPNAME*'s on Facebook. An evening with Gorden Gecko. *PROPNAME* was not as cool as I thought he would be. ""Im going to University of Maryland, but I spent the summer at HARVARD."" ~ Adweeb has just finished watching the Wire, and it was awesome. Ready for Summerfest! Nothin's equivalent to a New York state of mind. time to swim *PROPNAME* is gorges. One is apt to overestimate beauty when it is rare ~ *PROPNAME* I will show you *PROPNAME*'s birth certificate when you show me *PROPNAME*'s high school diploma. just bought some 1500 thread sheets Change of plans: an evening with *PROPNAME* instead. Jay-Z in a tux at the American Music Awards... Priceless *PROPNAME* should have thanked *PROPNAME* in her Grammy speech In KABUUUUUUUUUUL! Desert city bringin down empires There's nothin we can do  Now we're in KABUUUUUUUUUUUUL! The streets will make you feel so screwed No hope cuz we're all doomed Let's here it for KABUL, KABUL, KABUUUUUUUL!"
123,906314c683222f7d232b5ea1ee82befc,"3-ish just dropped in on my lovely Italian friend - now feel the need for agnello e risotto a funghi My second favorite team - Arizona!!! it's too close - we're not used to playing in the cold my cousin keeps beating me at Bejewled Blitz! there will be no Magic Mountain fireworks on the 4th. Perhaps you guys don't want this independence thingy after all nothing yet - it's my day off! our tree is naked! we can't find the skirt just discovered our dog barks at thunder! It's *PROPNAME*'s birthday in about 45 minutes, but he ""doesn't want a surprise party!"" Wow, I'm stupid - I can't count in monthly increments. I actually have one more month to complete this f____ thesis!!! Put ? this ? on ? your ? status ? if ? you ? know ? someone ? who ? has ? or ? had ? cancer! ? All I want for Christmas is a CURE! ? It's a lovely day in the neighbo[u]rhood when UCLA win AND the University for Spoiled Children lose :) We will miss the Moos-Rubins, but we're looking forward to another great evening at the Bowl. My first English department meeting; I was expecting fisticuffs It was so nearly the perfect football day - UCLA won again, but then USC came from behind has just completed sexual harassment training - now I can be really good at it! I have hardly given more information in the octameter,heptameter, hexameter, or pentameter than there is in the tetrameter- of course the boys are sleeping, you can't wake someone who isn't and a very roof is still a roof.  ""The Ode Less Travelled."" *PROPNAME* for those of you who asked, the port was an '85 ""*PROPNAME*"" from Vila Nova de Gaia, Portugal to whom it may concern, have a great first day at school today. and make good choices did someone already tell me the difference between news feed and live feed? Sorry, I wasn't listening I went sailing  today with the Fergies and Rich Pearsall. I polluted the Pacific a little more that it was alreaddy ;( My wonderful husband bought me a really fast computer (the old one caught a Trojan). The remaining 15 pages will just fly by. Thank you *PROPNAME* no-class stadium for a no-class coach :( but I did park on someone's drive for $20 instead of the $60 that I would have had to give to USuCk This teacher got an apple today - and grapes, strawberries, and cream! Happy Chinese New Year! To all my fellow tigers: Leo who turns 12 this year, and any friends who are turning 24, 36, 48, 60, 72 or more, it's going to be a lucky year for us! Back home from an evening of ""Enlightened Debauchery"" and no Walt Whitman in sight. There was this one guy from NY saying something about leaves of grass.... Question: How does one get 8th graders to shut the ____up?! *PROPNAME*? *PROPNAME*? *PROPNAME*? *PROPNAME*? I know you know - I'm exhausted. Go Navy! During a recent password audit, it was found that a blonde was using the following password: MickeyMinniePlutoHueyLouieDeweyDonaldGoofySacramento. When asked why such a long password, she said she was told that it had to be at least 8 characters long and include at least one capital. I have at least one crazy child who is back on the football field!! Now *PROPNAME* is asking ""when's my party? "" Who predicted that?! I have a new job!!!"
124,933791b8623dadbb82664c60db91fb7e,"won't have any wisdom teeth left in 24 hours.  :( is sick? hasn't yet watched this week's episode of Castle (and thus is failing at life!!!). has the most amazing friends ever. has a long but exciting work day. needs to Wii Fit Plus more in order to stay in shape for dance (why yes, that does count). has landed in Boston and is back at work.  :D is looking for a wallet...Bed, Bath, & Beyond shoppers//employees...please be kind and save it from being ravaged until I can go back to your shop.  T_T does not like sickness. is super excited that Merlin season 2 has started!!! wishes that her experiments would WORK when she's in the lab, especially when she's staying past normal going home time. D: invites you to feel the magic of the holidays by visiting the Harry Potter exhibit at Museum of Science Boston on Dec. 12 (Sat). is rehauling her facebook...warning...warning...information and photos may (dis)appear... can speak again!  (As long as you ignore the occasional bouts of severe coughing.) needs to reset because the recent bout of failing Westerns clearly indicates there is a bug in the system. wants to know who (is in Boston and) wants to see Avenue Q! is feeling odd. is at Amherst!!! is ready for Baltimore!  (Is Baltimore ready for Hua?  Maybe not...) is ready to kick some bacteria butt! is leaving work for some down-time before dance(!!!). has sore muscles from dancing too hard this weekend. never realized that there was Boston Fashion Week. wants more sunshine! now believes in the ""bad things come in threes"" proverb. wants a nap. sill isn't friends with her flue vaccine... is back from Alaska! is looking forward to Homecoming weekend.  :) is sick, but not badly. has finally completely uploaded her Alaska pictures. feels satisfied with where she is in life for the first B(ig)day in a long time. is singing Christmas songs (to all of you!). cannot speak due to throat pain.  This brings back memories of the first few days of school at Ramapo Middle.  Hopefully, this time there won't be racial slurs thrown around. paints some more mural. is hoping in vain for sunshine... wants buffalo chicken chowder for lunch.  :*( proves to be awesome at picking out paint colors. realizes that she probably can't afford (staying alive-wise) to pig out on sweets around Harvard Square everytime she has dance practice. is sub-sub-optimal again.  :( must work hard today so that she can go home before the super heavy snowfall starts. was too busy watching Castle last night (fashion! murder! mayhem!) to upload pics. thanks the kind soul who turned in her wallet, and dislikes whoever took $100 out (holiday shopping now looks a lot less happy). is having fun at work. Castle > shopping. has 28 teeth left.  At this rate of loss (2//decade), she'll be toothless by age 160...not too bad.  :| <--currently cannot grin//smile is working on new profile pic as E-28. is looking forward to sunny Saturday in the park. is looking for her face again (where is that camera cord?!). s doctor is sick...so all her preparations for pain is not needed for another two weeks. is keeping her lab notebook up-to-date. is scared of the weather tomorrow. believes that summer has indeed arrived. raked some leaves this weekend! sees that People's Republic of China turns 60 today, but finds Mom's birthday more important. wants *PROPNAME*'s dresses from the CMA."
125,94c07315276329eaf9beb29b759d4442,"//facepalm, the person who last used this book underlined all the bold words... WHY?!  Well, that's what you get for 5% retail price. >>; Mom just found out I'm an atheist and is trying to convert me. Ahahaha Came 45minutes late to C++ final, still finished before everyone else. :D Made the UC App my homepage to stop me from procrastinating. Wait. Why am I here. AHHHH *deletes all bookmarks* Spent the last 2 hours sitting in the dark happily listening to music way too loudly at 6am :) Need a topic for my second UC prompt. Describe me in one word. GO! Internet downtime, ending procrastination since 1996. pain is painful. IT'S 4M AND I'VE BEEN LYING IN BED FOR 2 HOURS. RAAAGEE I hate you lab write-ups. It's 6am and I can't sleep cause I just finished ordering parts for a new computer. Too excited. I'm nerdy, AND WHAT? D: Buckyballs, I want my 6 hours back. >.> Dilemnia: It's 3am and I wanted to blast music through my speakers. >:[ 7:15 chem classss, dieee D: *collapse on floor* zzzzzzzzzzzz Yay! Left my flash drive inside a computer in a PACKED math lab yesterday. Called the office today and asked them to check and it was still there! Now I can go back to sleep; woke up early to call them before anyone found it. Zzzz just got a new chair. I don't know what ""passive lumbar support"" means, but damn does it feel good. passed out while reading about narcolepsy yesterday... New Year's resolutions... why wait until January? Screw that, December is MY month! I will exercise daily. I will not fall asleep randomly without brushing teeth (eww). I will clean my room weekly. I will not save files with names like 'adsvdsq.' I will finish all tasks by 75% of the deadline. And for motivation, I will move $100 from my checking to my savings account each time I fail! Go go self-improvement! Damn sense, always getting in my way."
126,96487b200f227f3f845bb8851dad2139,is bored being back home already. Is disappointed that his new watch did not come in a Heart-Shaped Box.  Cringe I know but I'm bored :( enjoyed lunch today. thinks some people really need to learn to act their age. needs something to do tonight. Can't be arsed... will engage his brain before asking anyone if they are free on the 14th of February in future ://
127,969c2ff79da16a5ac43dda095e6d653e,"you know it was a good party when a Tasmanian Devil and Bumble Bee show up the next afternoon looking for their lost antennae... is praying that that tech guys can save her computer otherwise I start my thesis over from ground zero... Congrats to *PROPNAME* on his wedding today and Go State! is loving girls night out for *PROPNAME*'s bday! is @ the Whitecaps!! is going to a fraternity formal (not something I ever thought I'd say at the age of 27) is picking up JLGR's Beneath the Wreath posters and postcards!  Wohoo! is enjoying the last day of holiday shopping at Beneath the Wreath!  11:00-3:00 today at the St. Nicholas Cultural Center.  www.juniorleaguegr.com Hello, FHS Class of 2000!  We are planning a 10 year reunion for this May//June.  If you have thoughts//suggestions then feel free to contact me or *PROPNAME*.  Thanks! is excited for Picnic Pops!  (*PROPNAME* = not so much) from the first day of school to the first Junior League meeting...busy day! thinks this is the best day ever!!! ;) loves her new Jeep Liberty!! is so excited for Hageman's wedding!  My former roomie is all grownsd up.  :) is on *PROPNAME*'s 30th birthday Golf Pub Crawl!! is trying to figure out something super amazing to do on her last two days off... wishes she were in EL cheering on State rather than working on her thesis... just got an ""A"" on my six hour capstone exam for my Master's...yay! and *PROPNAME* are driving to the Florida Keys!!!! Let's go State!"
128,970197105b41eac939d4fc3cec25137b,"<3's catching up with friends in SD :D must write essays! Happy New Year and Decade Everyone!!!! <//3 softball :( PROJECT RUNWAY!! I like this work, play and no class thing...summer should happen more often stuck in SD airport for.....ever? one more week to catch up on life...then VACATION sleep? who needs it needs to focussss <3's dancing Ready for an awesome summer at Stanford!! I'm MeLTING a day of snowboarding = most exercise I've had all of break THREE DAYS TO CHRISTMAS!!!!!! <3 <3 off to christmas in vegas with family <3 <3 baking cookies migraine = :( senoritis go away please! oh and take my flu with you. <3's picnics Home for Thanksgiving! <3 Best Birthday Ever! 3 Surprise dinner//get-together//party, and VEGAS on Halloween <3 Thanks to everyone that made my 21st special! <3's Hawaii <3's pedicures breath of relief!!!! no more shopping!!! is locked out of her room, with no roomates or RAs in sight :( I'M GOING TO BE A DOCTOR!"
129,9a8cf1dcb2de1a8f70c4745a636bbb96,"Cannot believe it is Wednesday already! Must find time to go XMAS Shopping...ahhh! is going on a deposition, my first real one with OCB! 5 days, until I leave Waco FOREVER!!!!!!!!!!!!!!! Enjoying this beautiful Sunday in Audubon park! ***Attention-Houston area ANIMAL LOVERS! Montgomery County Animal Shelter is closing tomorrow. You can adopt for free tomorrow between 12-4. They will be euthanizing all animals without a home!!! Go & save a life!! 30 cats and 80 dogs left. Please re-post.*** Exact words when renewing DL: Me: Oh no, you can't take my license, It's my 25th b-day. How am I going to get into the bar? DMV: We gonna give you a new one over there Me: But, it won't have my picture and stuff on it.  Dmv:  Hold up, we can take a picture of your picture and put it on a license i think. (yelling at co-worker to see if this can be done) Yup! Me: So, I can go to the bar?! Dmv: (sigh) Yeah girl! Torture= watching *PROPNAME* and *PROPNAME* stock the pantry 15 minutes after I decide to get serious about this diet... Scared of PC III and the bar... white Geaux Saints! Swearing in! On her way to NOLA! Only 9 more pounds... why won't they go away? Is looking to join junior league of New Orleans, anybody know who to contact? Stuyding for the MPRE! WHO 'DAT! Wishing the lovely *PROPNAME* a Happy Birthday! The Law Graduates Prayer: God...if it's not too much to ask... May I pass the bar? Thanking everyone for all the birthday love. Now, how 'bout them saints!? I am in need of a place//people to watch with tonight... any takers? Had a great time seeing everyone at OCB today! Finally going to get the car washed tomorrow! Gettin ready for tommorrow! Everyone should listen to Funhouse...best record I've heard in a long time! Hoping to get out of her driveway. moving back to NOLA on the first...so little time Cannot believe the court is allowing the press to publish photos of MJ's kids.... GE = finally recovering...thank you jesus! working Most disgusting statistic I've ever heard: AVG NYC Model = 5'10, 110lbs.... Counting down the days till NOLA! Rather enjoying her last day as a 24 year old icky feeling = gone. Back to prancing through the office with a smile, and my usual excessive energy//need for adventure! Never getting gas before work again... is a busy bee Will be working for OCB two months from now! I cannot wait! hopin and prayin a very happy girl! best boss's lunch ever! Studying for the bar, please pray for me Takes home more from her monthly salary then she realized! At Rue Congratulations to all of my friends, especially *PROPNAME*, who passed the Lousiana bar, and for those of you who didn't, I'll be taking Barbri this february...so we can study together like old times! Had an awesome fourth of July Excited to see that every stock in her portfolio outperformed market expectations! Wishing all of her friend the best of luck on the Louisian Bar Exam! Anyone know a good place for me to kennel my dog for thanksgiving// willing to dogsit? Studying is cramping my style... Going to *PROPNAME* to take down the LA bar and hoping she doesn't become a bad statistic!"
130,9b73d5a07c079cce614932e39e2f1852,"did i piss off a gypsy?  because there's a fly in my room that won't leave me alone.  better make sure i have an anvil tied up in the garage and a sharpened ice skate handy :) still waiting on ps3 and//or an iMac, but i haven't exchanged gifts with steve yet, so i'm holding out hope that it will happen :) that noise you  heard at approximately 11:21 est was keith puking.  it might have sounded like a black hole opening, or a monster being stabbed to death, or any number of things, but it was just keith.  the more you know *star wipe now that i've been released from the clutches of retail it's time for some friends and family.  merry xmas eve peeps If cavemen and astronauts got into a fight, who would win? was over baseball april 1.  is it ncaa basketball time yet? I heart rockband.  and the beatles.  and my bandmates anyone else click accept gift today and facebook told you you ignored it? suck on that nadia petrova *PROPNAME* is still awake at 3:30.  oh me Have you met them face to face?  I hear them.  It's good enough for the blind. we are the world should not, under any circumstances, have auto-tune.  or a rap solo.  or vince vaughn. expansion.  and chicken coops.  send me chickens :) heard mariah carey's new song on the ride home tonight.  she needs to give it up already just for the record, kim just made me log into her account to harvest her farmville raspberries so, i locked the doors on my truck at kim's, because it's a main road and we'd be busy editing the movie.  however, when i left, i noticed that i left all my windows open.  probably not the safest of security systems If cavemen and astronauts got into a fight, who would win? said it before, will say it again, i work with some of the best people on the planet well dish n' dat happy hour was a bad idea :) jacked up my neck somehow.  this should be a good night's sleep a little glass vial. a little glass vial? a little glass vial. Nîn o chithaeglir, lasto beth daer; Rimmo nîn Bruinen dan in Ulaer. my ankle hurts.  stupid dishwasher door why the hell am i still awake it's 4:30 and i'm still awake.  i hate myself sometimes a) louisville got jobbed tonight -- those refs were an embarrassment b) avatar was even better the second time :) i'm going to one up toni: there aren't words for how good Avatar is.  suck on that kenny :) where the wild things are should have been called where the sucky ass movie is happy turkeying errbody justine henin, stay the hell away from tennis.  no one wants you back.  you sir, were a bitch i hate to say anything that might offend my facebook peeps, but paranormal activity sucks beyond the telling of it.  i cannot remember ever being this disappointed in a movie update.  after i feel down the stairs last night, i stood up and proceeded to faint at which point keith came out and started slapping me asking if i was ok.  and in my head, i was responding just fine, but was apparently just mumbling to him.  if i wasn't in pain i would laugh :)  also, good to know that he's there for me when i need him happy all hallows' eve kids :) a good night's sleep will hopefully make me excited to close tomorrow :)  cause right now i don't want to so happy i'm not clopening this weekend *PROPNAME* said, """"I was just the vessel. It wasn't *PROPNAME*'s sperm. Just like I stick the sperm up my horse, this is what they did to me. I was his thoroughbred."" And this is the part where my brain vomits... i require 4 farmville gifts that are not one of the following trees//animals: peach, bananananana, date, passion fruit, pomegranate, lime, lemon, avocado, pig, duck, sheep, goat, or horse.  you shall be rewarded in the afterlife :) merry christmas eve y'all.  i shall celebrate by working at b&n making drinks for annoying last minute shoppers.  i know you're jealous, I just hope it doesn't ruin our friendship editing blows got more film developed.  and there are a lot of you in it.  be very afraid can't sleep . . . work will be fun tomorrow :) almost done hearing about baseball.  yessss um, keith is trying to argue with me about tennis. a) he doesn't get tennis b) he doesn't get arguing going to your cousin's wedding?  awesome.  going to legend's bar afterwards?  not. watching the forgotten . . . i already know i'm going to be pissed off at the end i am now replacing my highly original baseball status with one about women's tennis: jelena jankovic thinks she's the number one tennis player?  i'd love to try whatever she's on anyone wanna pay me to hang out, play video games, maybe write a screenplay, and be sarcastic?  cause that would be awesome :) mom: i'm sitting on main street like a hooker i'm strange.  and i like it.  that's just the way i am. dear santa, here is a list of gifts I hope to see under the tree tomorrow: -ps3 -27"" iMac (i didn't put it on my list, but you should have known) -mini cooper -screenwriting job thank you. excuse me mother nature, why the hell is it snowing I kind of have the best coworkers you could have finished Pride & Prejudice & Zombies instead of watching Ghost in the Shell.  I'm classy.  Also, a giant geek. :)"
131,9e7ebc8082b0e7e92e7aedd3ba562d84,Finally End of Work!! I gave up what I can't keep for something I can never lose.. sun # 09234358268.. pki save.. ska pki txt aq kng may sun kau.. thanx!! I want to travel anywhere.. according to the authorities marikina dam will be open. people living in marikina and lower antipolo will be affected by it so stay in higher places.
132,9f320ade181aa12bf10361871afa8d90,"wonders if serfs living under a nationalized health care scheme lead healthier lifestyles mostly for fear of becoming sick//injured and having to throw themselves at the mercy of its poor services. is on the road again and deeply saddened to be separated from the Kitty for the rest of the week. """"All that is necessary for the triumph of evil is that good men do nothing."" - *PROPNAME* wasn't disuaded post-media blitz. Still thinks taxes are an appropriation of wealth, mandates are backed implicitly with a gun and ""freedom from want"" is a condition better reserved for animals and small children. wonders, what's the use of having a bulwark against cloture if you can't exercise party discipline anyway. wonders, with all this righteous indignation over a terrorist assassination program and change in tactics from pursuing the Taliban to protecting the population, when did this stop being a war? is celebrating six months months together with my beautiful bride. is feelin' much better (and stronger everyday) is pondering the contradictions in his fidelity to a jealous mistress. I thought the Kindle was a stupid idea, but the iPad...wow, this is the future of personal computing, a segue into Minority Report-like ""surface computing"". Way to stay ahead of the curve, Apple. ""Life is white, and I am black. Jesus and his lawyer are coming back."" Finals. is one lucky guy. First class, first day as a 1L and I'm the first to be called on to state the case. Thankfully, I did alright. is now on (the) twitter. This had better be worth it. Happy Thanksgiving Well, that was just about the longest 4 months and shortest 3 hours of my entire life. Same time next year, I hope. is strongly considering JAG after law school. Might attend OCS over the summer. is in SF to attend a two-day prep course for school. Still separated from my bride and hating every minute of it. is no Keynesian, but I think if there's one thing ""cash for clunkers"" demonstrates, it's that $787 billion (minus the $237 billion in tax cuts) would've been more stimulative coming from the pockets of American consumers than vested bureaucrats in Washing remembers the good old days when we could pay for everything under the sun by ""bringing the troops home"". It amazes me how inconsistent we can be when the Birkenstock is on the other foot. doesn't think passing a bill on *PROPNAME*'s casket would legitimize killing health care for the rest of us. always says, whatever doesn't kill you makes you luckier. second season of the Paper Chase is being released this December. Sweeeet. We have growth, but at the price of future jobs--all the while paying five times as much for the same car we would've bought later. What else can be done to keep up this facade of recovery? We're already printing more money than ever before. We can't raise taxes without calling it a fee, because dear leader wants to be re-elected. Can we still hit the brakes before this public-private hybrid goes into a ditch? is making a four-minute oral argument tomorrow. Should be interesting. ""I may be limping, but I'm coming home"" First law school midterm this monday. This one's for a third of the clams. is going to law school. see y'all in three years. was happy to learn it wasn't a furlough but a scheduling mistake that created the lapse. Back to work tomorrow. is thinking of a movie title; Dr. Strangehair or: How I Learned to Stop Worrying and Love the Cue Ball Look reminds those engaging in civil discourse; when you have to resort to accusations of racism, you're probably losing the debate. came home to a box of Panda licorice, a favorite. I feel loved. An Obama consultant yesterday on taxing high-value, middle class health care plans: ""We're not talking about a new tax on these people. We're saying they currently get an enormous tax break and we're going to slightly scale that back . . ."" This will likely be the talking point for any new, middle-class taxes to come. is not surprised the states most utilizing their natural energy endowments are facing the smallest budget gaps for the upcoming fiscal year. California: your move is pleased the American people will now have the time to read the government-run health care bill or have it interpreted for them. Apparently, this is a luxury our representatives (and President) couldn't find the time in their busy schedules to accomplis Finals begin next monday. Overhead this today in Torts: ""Dude, you're fine. It's not crunch time yet."" always looks on the bright side of life: our Supreme Court will now be two-thirds Catholic. heard the pres was on the TV tonight is attending the Royal Fireworks Festival & Concert tonight at Riverfront Park. is reminded of the underpants gnomes when listening to the HHS Secretary ignore clear evidence that socialized medicine won't lower health care costs. wonders which is more inappropriate; heckling during a Presidential address to Congress or the President himself calling a private citizen a ""jackass"". *PROPNAME* is hilarious. is convinced, with everyone and their mother talking about the possibility of raising taxes on the middle class, it's not going to happen. Do you really think one of the most shrewd politicians since *PROPNAME* would all but certify the loss of his re- thinks he did alright. Not necessarily kicking asterisks and taking case names, but certainly alright. Thanks for the birthday wishes. You guys are awesome. has settled on a parish. Happy days. wonders why no one ever followed up on *PROPNAME*'s pledge to eat the CRA. is in Santa Clara to see the family. Still missing the Kitty. is doing a little catch-up work but excited to start school tomorrow. *PROPNAME* was bad enough, but at least he distorted data and concocted fear-mongering chartsngrafs to support his cockamamie theory. The Norwegian Nobel Committee just lost its credibility--forever. How nice of the NFL to ask my favorite band to play at the Superbowl for my birthday. gets to see Philip Glass as a birthday present for the second year in a row. hmm Wot's that phrase the kids use...FTW! is steadily developing an iron butt. And no, he hasn't been to the gym lately. reckons it's looking a lot like Washington in California right now. is highly amused. The comparisons between *PROPNAME* and *PROPNAME*, as well as claims of her narcissism, are a classic case of psychological projection. (*PROPNAME*, really? Just how frightened are they of this woman?) The MSM are actually referring to no Legal research reminds me of combing the ocean floor for treasures. Every once in a while I return to the same spot with the knowledge that what I thought was a rock might have actually been an oyster with a pearl inside. has on his soothsayer cap: [One day, parents who send their children to ""super-gold-plated-Cadillac"" private schools will pay additional taxes to cover the educational expenses of lower income families]"
133,a1a428d8cf752b3f0527c106b741a9ad,"stepped down from the last stage. But I won't say goodbye. Well done, *PROPNAME*:) Walking away, with blessings behind. Your grace is more than enough. Re-prioritization in progress. once was lost but now am found. Repenting my absurd arrogance. loves his Ginosko ppl. free style Losing trust on all those facebook quizzes. Just look on my wall. LOL is planning on trying ???? starting this week is having a busy day at work on the day he shouldn't even be working! Merry CHRISTmas! Much blessings and love~~~"
