"#AUTHID","STATUS","sEXT","sNEU","sAGR","sCON","sOPN","cEXT","cNEU","cAGR","cCON","cOPN","DATE","NETWORKSIZE","BETWEENNESS","NBETWEENNESS","DENSITY","BROKERAGE","NBROKERAGE","TRANSITIVITY"
"c597771fab7477c2ae7b507d532130b0","I must be pregnant, or something. It's not natural to have hummus cravings...",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",09/02/09 09:33 AM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Downloading a new playlist. 1 hour, 40 minutes to go - woopee!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",08/28/09 07:35 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","is, decidedly, an eloquent drunk.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",10/11/09 07:31 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Ugh I'm hungry. Siren Song - Bat For Lashes. Take Me To The Riot - Stars. Consolers Of The Lonely - The Raconteurs. Running Up That Hill - Placebo.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",09/13/09 05:28 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Ugh.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",10/09/09 06:28 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","There are so many fucked up people because there are so many fucked up marriages or lack thereof.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",10/26/09 01:20 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","To anyone who gives a shit, look at the photo I found of Wogie!!!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",09/01/09 04:59 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Tired with a pancake craving...",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",10/11/09 01:07 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Buzzz...",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",10/10/09 05:46 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Shitty day + Monday Migraine + Late home = URRRRRRRRG!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",11/23/09 06:15 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Half of my English coursework done. Woot!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/02/09 09:22 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","*Swallows down last mouthful of seventh cup of tea today*",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/06/09 06:46 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Sick - bleh :(",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/07/09 03:01 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","What modules//points do we have to revise for Chemistry?",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/18/09 08:06 AM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","SIX-HUNDRED DAYS!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",11/15/09 05:16 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","My brother is watching the Jerk Theory for the third time since Friday.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/21/09 04:25 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","IPOD FIXED!!!! YAY!!!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",11/24/09 05:58 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","My hair smells like cookies...worrying... :S",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",12/30/09 08:41 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Had great day in the snow with *PROPNAME* and *PROPNAME*. More to follow tomorrow :D",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/06/10 05:23 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","The Vanishing Act of *PROPNAME* <3",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/15/10 07:43 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","My inability to wash up properly means that nobody trusts me to do it :)",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/23/10 07:43 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","It's freaky. My brother's only two inches off me. Eh, he still has freakishly large feet. I can live happy with that abnormality even if it's not accompanied by a 5'4"" frame.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/12/10 09:31 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Spent all day watching Glee. I hate it and love it at the same time. SO CHEESY!",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/26/10 06:10 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Was ANYONE else off school today? I was sure nobody would be able to get in. Eh.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/11/10 03:48 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","""NOT THAT KIND OF ESCORT!!!"" Hehehe.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",02/01/10 05:53 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","I'd swear the 'rents were just yelling ""gavinda"" right now...",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",02/06/10 10:36 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","Caffine. Check.",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/23/10 08:43 AM,115,5992.5,93.04,0.03,6390,0.5,0.02
"c597771fab7477c2ae7b507d532130b0","EVERYTHING FUCKING ACHES! (Don't you dare like this, *PROPNAME*.)",2.35,2.10,4.15,3.75,4.80,"n","n","y","y","y",01/26/10 06:40 PM,115,5992.5,93.04,0.03,6390,0.5,0.02
"8bfbf6d9c91e07247d0ff83bbcacee68","Well ain't that the cat's pajamas!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",06/23/09 01:20 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Is it more funny or more funnier? I dunno use it in a sentence. It was just more funnier...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",06/28/09 03:29 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","The greatest pleasure in life is doing what people say you cannot do. ~*PROPNAME* ~",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",07/20/09 09:23 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Lovin' the grace God has clearly been pouring out... :-D",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",07/18/09 04:56 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Hmm, next weekend?",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",07/20/09 08:25 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","wishes she was as cool as *PROPNAME*, but... that'll never happen!  =]",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/04/09 12:49 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","im a monkey. i stink and pee freely often. yaaaaaaaaaaayyyyyyyyy",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/02/09 11:12 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I get $$$$",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/06/09 02:37 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","is done with work on Friday!! :-D",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/03/09 02:04 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Just one final stands between me and NO CLASS WOOO!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",07/01/09 11:19 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I am doing quite awesome, and I am very happy and excited about life but some people need to stop hijacking my fb...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/16/09 03:06 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","is going to be a O&P practitioner...maybe :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/25/09 09:21 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Back in EL :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/26/09 01:55 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","this one time i tried to punch lara and i accidentally scratched my face. basically i failed miserably.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/26/09 05:18 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Back in the E.L. :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/15/09 09:18 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Trying to figure out what to do with my life...hmmm suggestions?",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/22/09 09:11 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Last day of work!! Any suggestions for wild and crazy celebrations??",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/07/09 01:53 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Would you eat panda?",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/23/09 10:53 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Making chocolate rasberry brownies...yum :)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/15/09 01:58 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Attempting to finish unpacking...arg",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",08/28/09 04:45 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","picking her nose. ooo gold rush up there!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/21/09 12:46 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","is about to go to sleep at 9:30pm...old age is setting in",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/21/09 01:36 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Thank you all for the birthday wishes :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/17/09 10:11 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","What a beautiful day of football :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/03/09 07:32 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I love the fray!! .:squeeky voice:.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/17/09 03:15 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Classes are getting in the way of my college life...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/02/09 05:59 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","AHHHHHHHHHH!!! Static fluid mechanics= death...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/16/09 01:39 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","9:00pm V102...CABIN FEVER 2!!!!! Anyone is welcome to come...if you think you can handle it!!!!!!!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/31/09 06:34 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","9:02pm V102...CABIN FEVER 2!!!!! Anyone is welcome to come...if you think you can handle it!!!!!!!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/31/09 09:58 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","heheheh i'm rachel yayyyyyy!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/23/09 06:35 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","*PROPNAME* is an L7 WEANIE",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/01/09 07:01 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","is an L7 weanie",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/01/09 06:48 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","It's been a good birthday :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",09/19/09 03:10 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","is chowin on wheat rice!!!!!! dang, this stuff is soooo good :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/15/09 07:41 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","moist moist moist moist moist moist moist moist moist... This goes out to all those people who are unapreciative of the word moist.  You make my eyes moist with all this hating...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/11/09 01:06 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Really likes *PROPNAME*'s status and feels the same way :)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/18/09 05:28 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Excited for Compelling 09!!! :]",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/12/09 09:41 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Check it out... :-)                 http:////www.facebook.com//event.php?eid=275183520261&ref=mf",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/19/09 04:25 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I'm *PROPNAME*, and I have a biiiiig green watch. It's so cool. Kinda like AmyO. I think she is the coolest person ever. I wish I were as awesome as AmyO.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/29/09 12:22 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Take my quiz. See how cool I am.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",10/25/09 06:41 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","wants everyone to sign up for the Ski Trip (you dont actually have to ski on this trip. you could just come hang out.)!!!!! Right now. If youre sitting there saying, ""Ski Trip? where? when? how do i sign up?"" comment on this post and i will hook you up. i better see like 50 comments on this post when i check back tonight.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/22/09 09:12 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Excited to the maxx!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/07/09 05:00 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","**.:Welcome back Winter once again And put on your warm fuzzy sweater Cuz you'll feel much better when The snowflakes fall Gently to the ground:.**",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/09/09 04:36 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Fixed her computer speakers!!! Feel free to send her sweet youtube videos :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/08/09 02:16 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Anyone needing a study break come check out the Baker's new music video!!!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/16/09 05:48 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Most relaxing song ever... :) http:////www.youtube.com//watch?v=4f7tx25O9XM",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",11/26/09 05:00 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","rub-a-dub-dub",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",06/19/09 03:52 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Please take a long hard look through your textbook, cause I'm history... Off on Urbana adventures!!! Back on the 7th- DUCES!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/26/09 09:25 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Packing for Ur-ban-UH and the sunshine state =D",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/26/09 05:26 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Energizer Bunny arrested, charged with battery, lol!! Love the cheesy jokes... :-)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",07/13/09 02:30 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","bahahahaaaa!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",06/19/09 01:01 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Ohh finals week...Friday, please come quickly ://",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/15/09 08:06 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Merry Christmas to all and to all a good night!! :D",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",12/25/09 05:19 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I just got kamikazied by a kiss...wrapper",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/12/10 01:58 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Anybody up for playing volleyball today??",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/16/10 06:08 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Jk about volleyball...who wants to go iceskating tonight from 10-11:30 at munn??",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/16/10 09:15 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","""I have decided to stick with love. Hate is too great a burden to bear."" Martin Luther King, Jr.",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/19/10 04:47 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","I LOVE JENN ARNOLD!!!!",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/23/10 03:29 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Magenta :)",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/08/10 07:14 AM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Missing summer and WWR... *tear",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",01/29/10 04:13 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","&hearts; *PROPNAME*",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",02/05/10 10:47 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8bfbf6d9c91e07247d0ff83bbcacee68","Contemplating the details of urban planning...",4.50,2.25,3.75,2.25,4.00,"y","n","y","n","y",02/11/10 04:30 PM,676,222411,97.77,0.01,225707,0.5,0.06
"8d7faa6d7f104a6cb7c4a9e1c6310a15","is sick of joint facebook pages. Be an individual for christ's sake!",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",10/29/09 06:04 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","T minus 7 days",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",06/15/09 11:08 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","is going to visit Warwick Castle in the morning and spend the afternoon in Stratford-upon-Avon... you know you're jealous :)  I am thoroughly enjoying my time in England (despite the tragidy of having my purse stolen on Saturday) and will miss it terribly",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",06/30/09 11:39 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","would really like to go back to Europe, please...",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/24/09 10:01 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","wants to go back to England :( Amsterdam just isn't my cup of tea...",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/05/09 06:02 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","ditto to charlie's status",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/27/09 01:44 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","really cannot believe *PROPNAME* and all the ""birthers""... you have got to be kidding me...",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/29/09 07:01 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","ok, yes it's great that the Lakers won the championship, but there's no need to start fires and shake cars. East LA needs to calm the F down",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",06/15/09 03:49 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","got her iPod Touch back today (YAY!!!), complete with headphones and the addition of a few new apps, including the Koran, iPray, World War, and Brain Tutor. I'll let you do with that what you will... ;)",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/11/09 09:37 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","is feeling a lot better... slowing things down and taking a deep breath really does a world of good",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/20/09 06:11 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","Manpuku on Sawtelle is my absolute favorite restaurant.",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/28/09 02:58 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","going to the Edison tonight with my sister :)",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/26/09 10:56 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","sometimes, most of the time, life is too fast and too confusing for my liking...",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/19/09 06:20 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","is looking forward tonight's Top Chef Masters",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/13/09 03:26 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","and *PROPNAME* are gonna meet *PROPNAME* on Tuesday :D",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/30/09 10:30 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","absolutely loves the London police department. I'm getting my ipod touch back!!!",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",07/29/09 07:26 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","Thank you all for my wonderful birthday wishes!!!",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/18/09 05:41 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","Europe pictures are finally up! Come check 'em out... you'll have to find them on my actual profile not in my ""photo albums""",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",08/04/09 06:12 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","nobody should have to work on their birthday, unless they want to...and I don't want to so I shouldn't have to :(",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/17/09 06:20 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","doesn't have to apartment hunt anymore :)",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/25/09 06:07 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","finding a place to live is ridiculously stressful",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/15/09 08:22 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","is looking forward to tonight!",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/18/09 06:24 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","looks like I finally caught whatever cold is going around. Packing and moving is even more difficult when you're sick :(",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/27/09 03:21 AM,112,5856.21,95.92,0.04,5968,0.49,0.09
"8d7faa6d7f104a6cb7c4a9e1c6310a15","can walk to *PROPNAME*'s (and a myriad of other awesome places) from her new apartment :)",3.65,2.55,4.20,3.45,4.55,"y","n","y","n","y",09/30/09 04:46 PM,112,5856.21,95.92,0.04,5968,0.49,0.09
